组件号(985),车间,线别,产品,班别,工单,焊接机,电池片供应商,不良原因,不良位置,时间
11905110063778,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,F11,2019-05-08 22:23:42
11905110064631,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,F13,2019-05-08 22:29:59
11905110064636,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,E22,2019-05-08 22:39:38
11905110064649,M11,L2,CS3U-P,夜班,1190511006,1HJ2001,FN,正偏,F24,2019-05-08 23:24:00
11905110064655,M11,L2,CS3U-P,夜班,1190511006,1HJ2001,FN,正偏,C23,2019-05-08 23:27:41
11905110064641,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A12,2019-05-08 23:27:50
11905110064656,M11,L2,CS3U-P,夜班,1190511006,1HJ2001,FN,EL裂片,D21,2019-05-08 23:35:19
11905110064569,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,EL裂片,B13,2019-05-08 23:38:08
11905110064690,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,F5,2019-05-08 23:41:51
11905110064633,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,其他,B2,2019-05-08 23:41:57
11905110064519,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,其他,F13,2019-05-08 23:43:33
11905110064647,M11,L2,CS3U-P,夜班,1190511006,1HJ2001,FN,虚焊(焊带),C6,2019-05-08 23:43:44
11905110064647,M11,L2,CS3U-P,夜班,1190511006,1HJ2001,FN,虚焊(焊带),C7,2019-05-08 23:43:44
11905110064569,M11,L2,CS3U-P,夜班,1190511006,1HJ2003,FN,玻璃纸,F24,2019-05-08 23:44:14
11905110064513,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,C24,2019-05-08 23:45:58
11905110064633,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,A1,2019-05-08 23:48:34
11905110064633,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,玻璃纸,A12,2019-05-08 23:48:34
11905110064521,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,其他,F1,2019-05-08 23:51:33
11905110064513,M11,L2,CS3U-P,夜班,1190511006,1HJ2002,FN,玻璃纸,C24,2019-05-08 23:51:45
11905110064692,M11,L2,CS3U-P,夜班,1190511006,1HJ2004,FN,EL裂片,F15,2019-05-08 23:52:10
